id,PartyName,VoteCount
9355,Democratic,589
9360,Democratic,71
5000,Democratic,282
5005,Democratic,180
9205,Democratic,312
9210,Democratic,73
9355,Democratic,354
9360,Democratic,66
5000,Democratic,167
5005,Democratic,138
9205,Democratic,221
9210,Democratic,39
9355,Democratic,256
9360,Democratic,35
5000,Democratic,222
5005,Democratic,142
9205,Democratic,257
9210,Democratic,63
9355,Democratic,283
9360,Democratic,54
5000,Democratic,795
5005,Democratic,469
9205,Democratic,951
9210,Democratic,119
9355,Democratic,1056
9360,Democratic,103
5000,Democratic,318
5005,Democratic,161
9205,Democratic,326
9210,Democratic,69
9355,Democratic,357
9360,Democratic,58
5000,Democratic,505
5005,Democratic,247
9205,Democratic,507
9210,Democratic,119
9355,Democratic,567
9360,Democratic,112
5000,Democratic,291
5005,Democratic,163
9205,Democratic,320
9210,Democratic,75
9355,Democratic,365
9360,Democratic,64
5000,Democratic,202
5005,Democratic,117
9205,Democratic,230
9210,Democratic,51
9355,Democratic,252
9360,Democratic,48
5000,Democratic,294
5005,Democratic,162
9205,Democratic,322
9210,Democratic,66
9355,Democratic,361
9360,Democratic,62
5000,Democratic,431
5005,Democratic,151
9205,Democratic,423
9210,Democratic,109
9355,Democratic,439
9360,Democratic,111
5000,Democratic,406
5005,Democratic,148
9205,Democratic,386
9210,Democratic,115
9355,Democratic,412
9360,Democratic,125
5000,Democratic,544
5005,Democratic,305
9205,Democratic,639
9210,Democratic,108
9355,Democratic,694
9360,Democratic,103
5000,Democratic,691
5005,Democratic,387
9205,Democratic,805
9210,Democratic,139
9355,Democratic,871
9360,Democratic,125
5000,Democratic,1304
5005,Democratic,407
9205,Democratic,1216
9210,Democratic,264
9355,Democratic,1307
9360,Democratic,241
5000,Democratic,653
5005,Democratic,247
9205,Democratic,642
9210,Democratic,170
9355,Democratic,683
9360,Democratic,170
5000,Democratic,514
5005,Democratic,233
9205,Democratic,543
9210,Democratic,108
9355,Democratic,617
9360,Democratic,95
5000,Democratic,982
5005,Democratic,337
9205,Democratic,941
9210,Democratic,249
9355,Democratic,1025
9360,Democratic,215
5000,Democratic,708
5005,Democratic,406
9205,Democratic,818
9210,Democratic,124
9355,Democratic,905
9360,Democratic,109
5000,Democratic,544
5005,Democratic,230
9205,Democratic,535
9210,Democratic,111
9355,Democratic,553
9360,Democratic,111
5000,Democratic,90
5005,Democratic,47
9205,Democratic,98
9210,Democratic,21
9355,Democratic,109
9360,Democratic,16
5000,Democratic,415
5005,Democratic,118
9205,Democratic,393
9210,Democratic,107
9355,Democratic,429
9360,Democratic,94
5000,Democratic,124
5005,Democratic,56
9205,Democratic,136
9210,Democratic,31
9355,Democratic,149
9360,Democratic,32
5000,Democratic,223
5005,Democratic,56
9205,Democratic,212
9210,Democratic,45
9355,Democratic,226
9360,Democratic,42
5000,Democratic,136
5005,Democratic,55
9205,Democratic,134
9210,Democratic,34
9355,Democratic,154
9360,Democratic,26
5000,Democratic,575
5005,Democratic,185
9205,Democratic,506
9210,Democratic,184
9355,Democratic,521
9360,Democratic,198
5000,Democratic,277
5005,Democratic,100
9205,Democratic,186
9210,Democratic,34
9355,Democratic,188
9360,Democratic,38
5000,Democratic,570
5005,Democratic,139
9205,Democratic,486
9210,Democratic,53
9355,Democratic,491
9360,Democratic,56
5000,Democratic,536
5005,Democratic,148
9205,Democratic,368
9210,Democratic,67
9355,Democratic,366
9360,Democratic,63
5000,Democratic,663
5005,Democratic,172
9205,Democratic,494
9210,Democratic,103
9355,Democratic,504
9360,Democratic,99
5000,Democratic,323
5005,Democratic,133
9205,Democratic,274
9210,Democratic,115
9355,Democratic,297
9360,Democratic,113
5000,Democratic,317
5005,Democratic,176
9205,Democratic,282
9210,Democratic,76
9355,Democratic,303
9360,Democratic,68
5000,Democratic,503
5005,Democratic,292
9205,Democratic,472
9210,Democratic,114
9355,Democratic,486
9360,Democratic,109
5000,Democratic,514
5005,Democratic,360
9205,Democratic,568
9210,Democratic,85
9355,Democratic,625
9360,Democratic,71
5000,Democratic,181
5005,Democratic,300
9205,Democratic,286
9210,Democratic,59
9355,Democratic,330
9360,Democratic,48
5000,Democratic,162
5005,Democratic,146
9205,Democratic,202
9210,Democratic,42
9355,Democratic,227
9360,Democratic,35
5000,Democratic,512
5005,Democratic,353
9205,Democratic,508
9210,Democratic,164
9355,Democratic,592
9360,Democratic,144
5000,Democratic,330
5005,Democratic,206
9205,Democratic,356
9210,Democratic,68
9355,Democratic,406
9360,Democratic,49
5000,Democratic,340
5005,Democratic,298
9205,Democratic,449
9210,Democratic,80
9355,Democratic,529
9360,Democratic,60
5000,Democratic,248
5005,Democratic,198
9205,Democratic,279
9210,Democratic,71
9355,Democratic,342
9360,Democratic,59
5000,Democratic,347
5005,Democratic,188
9205,Democratic,360
9210,Democratic,87
9355,Democratic,377
9360,Democratic,94
5000,Democratic,509
5005,Democratic,173
9205,Democratic,476
9210,Democratic,117
9355,Democratic,523
9360,Democratic,117
5000,Democratic,427
5005,Democratic,225
9205,Democratic,455
9210,Democratic,119
9355,Democratic,513
9360,Democratic,97
5000,Democratic,784
5005,Democratic,310
9205,Democratic,741
9210,Democratic,241
9355,Democratic,810
9360,Democratic,229
5000,Democratic,360
5005,Democratic,121
9205,Democratic,324
9210,Democratic,97
9355,Democratic,359
9360,Democratic,88
5000,Democratic,396
5005,Democratic,178
9205,Democratic,387
9210,Democratic,118
9355,Democratic,423
9360,Democratic,104
5000,Democratic,392
5005,Democratic,282
9205,Democratic,443
9210,Democratic,124
9355,Democratic,517
9360,Democratic,98
5000,Democratic,782
5005,Democratic,369
9205,Democratic,796
9210,Democratic,165
9355,Democratic,894
9360,Democratic,149
5000,Democratic,238
5005,Democratic,81
9205,Democratic,244
9210,Democratic,65
9355,Democratic,261
9360,Democratic,60
5000,Democratic,231
5005,Democratic,58
9205,Democratic,207
9210,Democratic,54
9355,Democratic,224
9360,Democratic,48
5000,Democratic,348
5005,Democratic,149
9205,Democratic,381
9210,Democratic,89
9355,Democratic,403
9360,Democratic,84
5000,Democratic,60
5005,Democratic,21
9205,Democratic,50
9210,Democratic,19
9355,Democratic,58
9360,Democratic,18
5000,Democratic,197
5005,Democratic,67
9205,Democratic,201
9210,Democratic,44
9355,Democratic,201
9360,Democratic,50
5000,Democratic,442
5005,Democratic,136
9205,Democratic,446
9210,Democratic,94
9355,Democratic,471
9360,Democratic,94
5000,Democratic,466
5005,Democratic,96
9205,Democratic,444
9210,Democratic,112
9355,Democratic,470
9360,Democratic,110
5000,Democratic,1258
5005,Democratic,443
9205,Democratic,1237
9210,Democratic,243
9355,Democratic,1314
9360,Democratic,231
5000,Democratic,667
5005,Democratic,264
9205,Democratic,686
9210,Democratic,138
9355,Democratic,740
9360,Democratic,127
5000,Democratic,710
5005,Democratic,187
9205,Democratic,671
9210,Democratic,166
9355,Democratic,704
9360,Democratic,148
5000,Democratic,1221
5005,Democratic,447
9205,Democratic,1204
9210,Democratic,254
9355,Democratic,1297
9360,Democratic,246
5000,Democratic,876
5005,Democratic,246
9205,Democratic,833
9210,Democratic,163
9355,Democratic,897
9360,Democratic,147
5000,Democratic,532
5005,Democratic,199
9205,Democratic,514
9210,Democratic,137
9355,Democratic,543
9360,Democratic,130
5000,Democratic,397
5005,Democratic,130
9205,Democratic,378
9210,Democratic,94
9355,Democratic,421
9360,Democratic,78
5000,Democratic,190
5005,Democratic,91
9205,Democratic,209
9210,Democratic,49
9355,Democratic,236
9360,Democratic,38
5000,Democratic,342
5005,Democratic,124
9205,Democratic,342
9210,Democratic,81
9355,Democratic,365
9360,Democratic,80
5000,Democratic,749
5005,Democratic,268
9205,Democratic,763
9210,Democratic,198
9355,Democratic,846
9360,Democratic,165
5000,Democratic,432
5005,Democratic,152
9205,Democratic,447
9210,Democratic,106
9355,Democratic,465
9360,Democratic,109
5000,Democratic,421
5005,Democratic,92
9205,Democratic,350
9210,Democratic,141
9355,Democratic,388
9360,Democratic,118
5000,Democratic,296
5005,Democratic,93
9205,Democratic,314
9210,Democratic,66
9355,Democratic,327
9360,Democratic,69
5000,Democratic,516
5005,Democratic,124
9205,Democratic,495
9210,Democratic,117
9355,Democratic,535
9360,Democratic,107
5000,Democratic,572
5005,Democratic,136
9205,Democratic,523
9210,Democratic,171
9355,Democratic,572
9360,Democratic,149
5000,Democratic,457
5005,Democratic,100
9205,Democratic,396
9210,Democratic,137
9355,Democratic,425
9360,Democratic,129
5000,Democratic,150
5005,Democratic,52
9205,Democratic,143
9210,Democratic,38
9355,Democratic,156
9360,Democratic,38
5000,Democratic,196
5005,Democratic,73
9205,Democratic,194
9210,Democratic,51
9355,Democratic,213
9360,Democratic,48
5000,Democratic,125
5005,Democratic,33
9205,Democratic,115
9210,Democratic,29
9355,Democratic,128
9360,Democratic,25
5000,Democratic,179
5005,Democratic,85
9205,Democratic,191
9210,Democratic,56
9355,Democratic,206
9360,Democratic,55
5000,Democratic,145
5005,Democratic,57
9205,Democratic,150
9210,Democratic,34
9355,Democratic,162
9360,Democratic,31
5000,Democratic,596
5005,Democratic,220
9205,Democratic,580
9210,Democratic,181
9355,Democratic,635
9360,Democratic,170
5000,Democratic,315
5005,Democratic,126
9205,Democratic,334
9210,Democratic,77
9355,Democratic,356
9360,Democratic,76
5000,Democratic,535
5005,Democratic,181
9205,Democratic,549
9210,Democratic,121
9355,Democratic,577
9360,Democratic,114
5000,Democratic,231
5005,Democratic,52
9205,Democratic,209
9210,Democratic,39
9355,Democratic,227
9360,Democratic,35
5000,Democratic,695
5005,Democratic,241
9205,Democratic,701
9210,Democratic,154
9355,Democratic,753
9360,Democratic,143
5000,Democratic,858
5005,Democratic,303
9205,Democratic,856
9210,Democratic,191
9355,Democratic,927
9360,Democratic,175
5000,Democratic,537
5005,Democratic,210
9205,Democratic,561
9210,Democratic,106
9355,Democratic,602
9360,Democratic,102
5000,Democratic,718
5005,Democratic,204
9205,Democratic,690
9210,Democratic,159
9355,Democratic,722
9360,Democratic,159
5000,Democratic,662
5005,Democratic,224
9205,Democratic,654
9210,Democratic,118
9355,Democratic,694
9360,Democratic,120
5000,Democratic,587
5005,Democratic,184
9205,Democratic,566
9210,Democratic,153
9355,Democratic,606
9360,Democratic,129
5000,Democratic,157
5005,Democratic,123
9205,Democratic,189
9210,Democratic,35
9355,Democratic,226
9360,Democratic,31
5000,Democratic,617
5005,Democratic,227
9205,Democratic,629
9210,Democratic,147
9355,Democratic,662
9360,Democratic,144
5000,Democratic,515
5005,Democratic,162
9205,Democratic,510
9210,Democratic,131
9355,Democratic,555
9360,Democratic,122
5000,Democratic,599
5005,Democratic,210
9205,Democratic,593
9210,Democratic,172
9355,Democratic,638
9360,Democratic,164
